Name,Position,Species,Speed,Strength,Gumption,Finesse,Accuracy,Wow_Factor,Catchphrase,Projected_Skill,Status,Player_Team,City_Team,GPs,TPs,City_team
Masked Marauder Darkmask Sly,QB,Raccoon,14,68,54,100,26,38,Masked Marauder Darkmask Sly is ready to roll!,49,Healthy,No Team,No Team,0,0.0,
Fang Snowfur,K,Wolf,33,68,28,7,40,48,Fang Snowfur is ready to roll!,30,Healthy,No Team,No Team,0,0.0,
Silent Strike Stormclaw,K,Lynx,4,58,5,12,53,78,Silent Strike Stormclaw is ready to roll!,39,Healthy,No Team,No Team,0,0.0,
Hawkstorm Hawkshade,TE,Hawk,33,25,43,1,94,22,Hawkstorm Hawkshade is ready to roll!,22,Healthy,No Team,No Team,0,0.0,
Prowler Icewhisper,RB,Lynx,70,21,47,82,53,43,Prowler Icewhisper is ready to roll!,60,Benched,No Team,Boston Walkers,0,0.0,
Fanatic Summoner,K,Monster,85,1,15,57,70,85,Fanatic Summoner is ready to roll!,52,Healthy,No Team,No Team,0,0.0,
Flap Beakman,QB,Goose,49,8,10,31,80,9,Flap Beakman is ready to roll!,39,Healthy,No Team,No Team,0,0.0,
Snap Lagoon,QB,Turtle,88,57,64,41,51,7,Snap Lagoon is ready to roll!,58,Healthy,No Team,No Team,0,0.0,
April Smith,QB,Human,70,93,97,27,42,25,April Smith is ready to roll!,64,Benched,No Team,Cape Town Heroes,0,0.0,
Beastly Sly,TE,Fox,98,78,87,90,59,71,Beastly Sly is ready to roll!,84,Active,Developers,Djibouti Warriors,0,32.61999999999999,
Velvet Meadowtail,RB,Rabbit,34,94,13,59,6,36,Velvet Meadowtail is ready to roll!,35,Healthy,No Team,No Team,0,0.0,
Silent Icefang,RB,Lynx,60,99,96,35,40,83,Silent Icefang is ready to roll!,69,Active,Pengwins,Boise Boys,0,28.620000000000005,
Hawkstorm Vengeful Talon,RB,Hawk,13,77,84,73,54,96,Hawkstorm Vengeful Talon is ready to roll!,81,Active,BonerFarts,Miami Palm Fronds,0,13.72,
Luis Reeves,WR,Human,55,61,11,98,9,8,Luis Reeves is ready to roll!,62,Benched,No Team,New Orleans Tubas,0,0.0,
Burrow Strongback,WR,Badger,56,35,81,9,39,27,Burrow Strongback is ready to roll!,31,Healthy,No Team,No Team,0,0.0,
Kodiak Sun Seeker,QB,Bear,52,76,63,7,95,20,Kodiak Sun Seeker is ready to roll!,64,Benched,No Team,Tokyo Robots,0,0.0,
Dash Foxley,K,Fox,16,56,57,52,98,83,Dash Foxley is ready to roll!,73,Active,BonerFarts,Paris Frenchmen,0,34.0,
Sea Serpant Terror,K,Monster,1,92,31,96,96,70,Sea Serpant Terror is ready to roll!,72,Active,Charmander These Nuts,Miami Palm Fronds,0,37.0,
Octo Ray,WR,Sea Creature,88,27,65,64,44,75,Octo Ray is ready to roll!,75,Active,Developers,Denver Boulders,0,41.16,
Danger Shadowmask,K,Raccoon,57,77,39,25,12,61,Danger Shadowmask is ready to roll!,9,Healthy,No Team,No Team,0,0.0,
Bandit Gutteridge,QB,Raccoon,44,24,97,85,51,63,Bandit Gutteridge is ready to roll!,62,Benched,No Team,Boise Boys,0,0.0,
Baloo The Poo,K,Bear,79,46,26,82,61,61,Baloo The Poo is ready to roll!,45,Healthy,No Team,No Team,0,0.0,
Shelly Waves,QB,Sea Creature,54,60,72,40,56,4,Shelly Waves is ready to roll!,57,Healthy,No Team,No Team,0,0.0,
Marsh Mudwhisker,QB,Otter,87,97,48,65,69,8,Marsh Mudwhisker is ready to roll!,70,Active,Charmander These Nuts,Vancouver Maples,0,87.46000000000001,
Sliding Wild Style,K,Penguin,28,40,53,32,2,41,Sliding Wild Style is ready to roll!,1,Healthy,No Team,No Team,0,0.0,
Clown Wave Crusher,TE,Sea Creature,7,26,86,91,64,19,Clown Wave Crusher is ready to roll!,74,Active,Mind Goblins,Chernobyl Radiation,0,5.360000000000002,
Wild Scarredfang,QB,Fox,71,24,20,8,19,27,Wild Scarredfang is ready to roll!,25,Healthy,No Team,No Team,0,0.0,
Alfonso ReefStalker,QB,Sea Creature,71,71,31,10,51,58,Alfonso ReefStalker is ready to roll!,45,Healthy,No Team,No Team,0,0.0,
Sleepy Mule,K,Bear,93,47,73,33,99,45,Sleepy Mule is ready to roll!,74,Active,Demon Loons of Longview,Sydney Kangeroos,0,28.0,
Clumsey Smelly,TE,Human,88,21,3,33,82,2,Clumsey Smelly is ready to roll!,14,Healthy,No Team,No Team,0,0.0,
Silent Strike Nightclaw,RB,Lynx,40,15,83,4,97,59,Silent Strike Nightclaw is ready to roll!,46,Healthy,No Team,No Team,0,0.0,
Hairy Eclipse,QB,Bear,29,51,37,46,40,83,Hairy Eclipse is ready to roll!,40,Healthy,No Team,No Team,0,0.0,
Grizzle Brutal Burrow,K,Badger,33,5,72,43,90,19,Grizzle Brutal Burrow is ready to roll!,67,Active,No Team,Chicago Snowstorm,0,18.0,
Quick Claws Lioness,WR,Cat,93,79,48,26,51,93,Quick Claws Lioness is ready to roll!,66,Active,No Team,Paris Frenchmen,0,0.0,
Ursa Major,WR,Bear,72,67,22,58,76,79,Ursa Major is ready to roll!,67,Active,No Team,Mexico City Ballers,0,7.48,
Grizzle Mighty Root,K,Badger,87,6,59,80,2,53,Grizzle Mighty Root is ready to roll!,1,Healthy,No Team,No Team,0,0.0,
Smelly Friend of the Forest,WR,Human,33,29,53,7,65,99,Smelly Friend of the Forest is ready to roll!,35,Healthy,No Team,No Team,0,0.0,
Happy Stormbreaker,K,Penguin,84,62,78,9,18,94,Happy Stormbreaker is ready to roll!,13,Healthy,No Team,No Team,0,0.0,
Sly Sharpclaw,TE,Fox,44,37,82,96,55,7,Sly Sharpclaw is ready to roll!,72,Active,No Team,New Orleans Tubas,0,7.84,
Scottish Trout Terror,RB,Bear,19,57,96,31,60,16,Scottish Trout Terror is ready to roll!,53,Active,No Team,Sydney Kangeroos,0,0.0,
Clawmaster Snowhunter,K,Lynx,82,75,46,61,85,24,Clawmaster Snowhunter is ready to roll!,63,Benched,No Team,Dubuque Psychos,0,0.0,
Marsh Paddlemore,QB,Otter,38,36,4,28,99,18,Marsh Paddlemore is ready to roll!,46,Healthy,No Team,No Team,0,0.0,
Lynx King Icefang,RB,Lynx,87,38,40,60,17,15,Lynx King Icefang is ready to roll!,43,Healthy,No Team,No Team,0,0.0,
Rime Whisperpaw,QB,Lynx,96,22,47,27,84,29,Rime Whisperpaw is ready to roll!,57,Healthy,No Team,No Team,0,0.0,
Forgotten Friend of the Forest,RB,Human,1,74,71,73,21,98,Forgotten Friend of the Forest is ready to roll!,77,Active,Mochlings,Berlin Walls,0,2.24,
Captain Ray,WR,Sea Creature,24,9,86,1,62,84,Captain Ray is ready to roll!,26,Healthy,No Team,No Team,0,0.0,
Ravager Shadowthump,K,Rabbit,9,34,7,3,80,48,Ravager Shadowthump is ready to roll!,60,Benched,No Team,Auckland Spiders,0,0.0,
ReefStalker Clawson,TE,Sea Creature,93,39,40,90,85,15,ReefStalker Clawson is ready to roll!,55,Healthy,No Team,No Team,0,0.0,
Quill Honkerson,WR,Goose,2,88,79,51,31,40,Quill Honkerson is ready to roll!,29,Healthy,No Team,No Team,0,0.0,
Ricky Smith,K,Human,54,37,22,47,19,91,Ricky Smith is ready to roll!,14,Healthy,No Team,No Team,0,0.0,
Razertooth Skin Stealer,K,Horror,31,23,61,25,25,15,Razertooth Skin Stealer is ready to roll!,18,Healthy,No Team,No Team,0,0.0,
Fin Flippers,K,Penguin,67,92,99,90,39,86,Fin Flippers is ready to roll!,29,Healthy,No Team,No Team,0,0.0,
Ursa The Poo,K,Bear,70,25,25,42,34,65,Ursa The Poo is ready to roll!,25,Healthy,No Team,No Team,0,0.0,
Grizzle Scalebreaker,QB,Badger,8,67,32,68,100,17,Grizzle Scalebreaker is ready to roll!,60,Healthy,No Team,No Team,0,0.0,
Em Wang,RB,Human,93,54,45,40,79,66,Em Wang is ready to roll!,47,Healthy,No Team,No Team,0,0.0,
Flying Beast Skystrike,QB,Hawk,57,5,12,68,90,15,Flying Beast Skystrike is ready to roll!,49,Healthy,No Team,No Team,0,0.0,
Artic Nemo,RB,Sea Creature,25,83,56,58,61,18,Artic Nemo is ready to roll!,49,Healthy,No Team,No Team,0,0.0,
Rime Stonehide,TE,Lynx,89,33,51,12,80,12,Rime Stonehide is ready to roll!,27,Healthy,No Team,No Team,0,0.0,
Captain Skipper,RB,Sea Creature,53,84,97,10,59,94,Captain Skipper is ready to roll!,61,Benched,No Team,Lima Llamas,0,0.0,
Righteous Bottom Dewler,QB,Sea Creature,47,20,91,80,55,80,Righteous Bottom Dewler is ready to roll!,60,Healthy,No Team,No Team,0,0.0,
Winged Summoner,RB,Monster,87,5,69,97,34,57,Winged Summoner is ready to roll!,77,Active,No Team,Boise Boys,0,3.280000000000001,
Hopper Meadowtail,K,Rabbit,5,40,57,21,72,61,Hopper Meadowtail is ready to roll!,54,Healthy,No Team,No Team,0,0.0,
Trashman Stepdad,RB,Human,61,19,30,55,61,31,Trashman Stepdad is ready to roll!,40,Healthy,No Team,No Team,0,0.0,
Fury Fang Shadow,K,Wolf,83,35,85,72,16,39,Fury Fang Shadow is ready to roll!,12,Healthy,No Team,No Team,0,0.0,
Nightmare Strider,RB,Horror,17,48,38,10,99,59,Nightmare Strider is ready to roll!,31,Healthy,No Team,No Team,0,0.0,
Thumper 'The Crusher' Grimhopper,RB,Rabbit,61,98,17,25,45,99,Thumper 'The Crusher' Grimhopper is ready to roll!,36,Healthy,No Team,No Team,0,0.0,
Sleepy Big Beaver,TE,Bear,80,57,51,12,53,90,Sleepy Big Beaver is ready to roll!,43,Healthy,No Team,No Team,0,0.0,
Joey Williams,K,Human,77,53,33,46,45,59,Joey Williams is ready to roll!,33,Healthy,No Team,No Team,0,0.0,
Dead Strider,RB,Horror,8,11,48,99,59,29,Dead Strider is ready to roll!,64,Active,No Team,Tokyo Robots,0,1.16,
Nightmare Ironclaw,TE,Wolf,91,29,16,34,3,90,Nightmare Ironclaw is ready to roll!,38,Healthy,No Team,No Team,0,0.0,
Soul Collector Karen,RB,Horror,98,48,45,23,37,67,Soul Collector Karen is ready to roll!,40,Healthy,No Team,No Team,0,0.0,
Moon Moon,K,Bear,73,51,23,35,42,87,Moon Moon is ready to roll!,31,Healthy,No Team,No Team,0,0.0,
Chester Bleepy,K,Cat,79,31,82,52,28,27,Chester Bleepy is ready to roll!,21,Healthy,No Team,No Team,0,0.0,
Manta of the Deep,K,Sea Creature,62,92,24,7,84,19,Manta of the Deep is ready to roll!,63,Benched,No Team,Jackson Hole Holy Jacks,0,0.0,
Moss Pebblepath,K,Turtle,1,29,51,29,78,39,Moss Pebblepath is ready to roll!,58,Benched,No Team,New York Sewers,0,0.0,
Forsaken Smelly,WR,Human,52,47,13,77,59,52,Forsaken Smelly is ready to roll!,61,Benched,No Team,Cleveland Devils,0,0.0,
Gale Sunwing,TE,Hawk,76,37,15,77,27,17,Gale Sunwing is ready to roll!,40,Healthy,No Team,No Team,0,0.0,
Quickfoot Swiftwhisker,TE,Rabbit,53,6,54,77,40,86,Quickfoot Swiftwhisker is ready to roll!,69,Benched,No Team,Denver Boulders,0,0.0,
4-Eyed Summoner,K,Monster,74,52,13,67,59,6,4-Eyed Summoner is ready to roll!,44,Healthy,No Team,No Team,0,0.0,
Night Rook Nighthowler,TE,Raccoon,91,32,80,35,58,94,Night Rook Nighthowler is ready to roll!,64,Benched,No Team,Vancouver Maples,0,0.0,
Flying Beast Viperwing,TE,Hawk,70,71,95,1,72,15,Flying Beast Viperwing is ready to roll!,41,Healthy,No Team,No Team,0,0.0,
Velvet Quickfoot,TE,Rabbit,14,65,47,79,52,57,Velvet Quickfoot is ready to roll!,61,Healthy,No Team,No Team,0,0.0,
Snap Shellington,K,Turtle,86,95,80,80,28,73,Snap Shellington is ready to roll!,21,Healthy,No Team,No Team,0,0.0,
Abyssal Yellow Eyes,WR,Cat,9,40,83,14,86,51,Abyssal Yellow Eyes is ready to roll!,19,Healthy,No Team,No Team,0,0.0,
Manta Ray,TE,Sea Creature,24,28,17,52,91,17,Manta Ray is ready to roll!,31,Healthy,No Team,No Team,0,0.0,
Iron Fang Shadow,K,Wolf,80,15,30,16,70,52,Iron Fang Shadow is ready to roll!,52,Healthy,No Team,No Team,0,0.0,
Dr. King of Man,WR,Human,25,38,2,71,31,12,Dr. King of Man is ready to roll!,40,Healthy,No Team,No Team,0,0.0,
Ashley Hill,TE,Human,61,28,73,85,22,99,Ashley Hill is ready to roll!,83,Active,anxious ponchos,New York Sewers,0,8.879999999999999,
Sky's Fury Thunderbeak,QB,Hawk,9,62,62,29,59,48,Sky's Fury Thunderbeak is ready to roll!,48,Healthy,No Team,No Team,0,0.0,
Fury Nightfire,TE,Fox,42,13,61,90,29,60,Fury Nightfire is ready to roll!,72,Active,Demon Loons of Longview,Boise Boys,0,8.2,
Iron Fang Valorhowl,RB,Wolf,99,80,80,77,57,78,Iron Fang Valorhowl is ready to roll!,78,Active,Armored Ducks,LA Sunkillers,0,22.94,
Nightmare Fallen Angel,RB,Horror,85,65,12,20,85,12,Nightmare Fallen Angel is ready to roll!,15,Healthy,No Team,No Team,0,0.0,
Beastly Sinister,WR,Fox,60,13,76,43,94,61,Beastly Sinister is ready to roll!,53,Active,No Team,Cape Town Heroes,0,0.0,
Howling Storm Silverfang,WR,Wolf,41,79,64,29,48,4,Howling Storm Silverfang is ready to roll!,28,Healthy,No Team,No Team,0,0.0,
Honk Crusher Darkwing,TE,Goose,66,81,19,87,54,61,Honk Crusher Darkwing is ready to roll!,54,Healthy,No Team,No Team,0,0.0,
Heather From Way Back,QB,Human,59,83,21,19,24,21,Heather From Way Back is ready to roll!,36,Healthy,No Team,No Team,0,0.0,
Hopper Fleetwhisker,RB,Rabbit,94,53,78,30,38,38,Hopper Fleetwhisker is ready to roll!,50,Healthy,No Team,No Team,0,0.0,
Gilbert Clawson,WR,Sea Creature,88,26,10,81,57,10,Gilbert Clawson is ready to roll!,69,Active,No Team,Dublin Alchoholics,0,4.0,
Iron Beak Ice Veins,TE,Penguin,92,69,12,29,98,17,Iron Beak Ice Veins is ready to roll!,19,Healthy,No Team,No Team,0,0.0,
Dark Yellow Eyes,TE,Cat,1,99,96,53,56,88,Dark Yellow Eyes is ready to roll!,77,Active,anxious ponchos,LA Sunkillers,0,17.41999999999999,
Dash Redtail,TE,Fox,62,8,82,39,50,94,Dash Redtail is ready to roll!,67,Benched,No Team,Mexico City Ballers,0,0.0,
Rogue Howlington,TE,Wolf,46,7,82,10,86,78,Rogue Howlington is ready to roll!,52,Healthy,No Team,No Team,0,0.0,
Brindle Whisperpaw,WR,Lynx,31,77,2,38,32,3,Brindle Whisperpaw is ready to roll!,28,Healthy,No Team,No Team,0,0.0,
Maisha SoftPaws,TE,Cat,49,37,13,52,38,42,Maisha SoftPaws is ready to roll!,34,Healthy,No Team,No Team,0,0.0,
Juan King,K,Human,6,51,50,76,4,49,Juan King is ready to roll!,3,Healthy,No Team,No Team,0,0.0,
Alfonso Nemo,WR,Sea Creature,11,61,13,93,74,84,Alfonso Nemo is ready to roll!,58,Benched,No Team,Dallas Tumbleweeds,0,0.0,
Wild Otter Waterstrike,TE,Otter,69,100,15,30,75,88,Wild Otter Waterstrike is ready to roll!,35,Healthy,No Team,No Team,0,0.0,
Beastly Scarredfang,TE,Fox,35,78,51,95,87,38,Beastly Scarredfang is ready to roll!,66,Benched,No Team,Miami Palm Fronds,0,0.0,
Eldritch Nightmare,K,Horror,48,48,9,89,50,32,Eldritch Nightmare is ready to roll!,37,Healthy,No Team,No Team,0,0.0,
Sea Serpant Elemental,K,Monster,94,85,37,43,31,1,Sea Serpant Elemental is ready to roll!,23,Healthy,No Team,No Team,0,0.0,
Feather Fury Defender,RB,Goose,49,94,18,86,48,60,Feather Fury Defender is ready to roll!,53,Benched,No Team,Moscow Mules,0,0.0,
Snap Stoneback,RB,Turtle,36,42,18,46,10,14,Snap Stoneback is ready to roll!,28,Healthy,No Team,No Team,0,0.0,
Fury Fang Blaze,QB,Wolf,93,42,50,77,48,54,Fury Fang Blaze is ready to roll!,58,Healthy,No Team,No Team,0,0.0,
Tank Lagoon,WR,Turtle,93,31,46,87,25,86,Tank Lagoon is ready to roll!,89,Active,No Team,Vancouver Maples,0,10.68,
Flapstorm Quill,QB,Goose,31,56,72,64,87,44,Flapstorm Quill is ready to roll!,66,Active,BonerFarts,Artic Angels,0,48.47999999999996,
Huntress Puma,RB,Cat,79,91,79,88,96,80,Huntress Puma is ready to roll!,82,Active,Developers,Moscow Mules,0,62.2,
Winnie Moon,QB,Bear,15,50,90,37,83,6,Winnie Moon is ready to roll!,62,Benched,No Team,LA Sunkillers,0,0.0,
Righteous Eel,K,Sea Creature,21,29,86,83,99,37,Righteous Eel is ready to roll!,74,Active,anxious ponchos,Tokyo Robots,0,14.0,
The Horrible King of Man,QB,Human,95,63,14,25,59,77,The Horrible King of Man is ready to roll!,48,Healthy,No Team,No Team,0,0.0,
Gale Featherstrike,WR,Hawk,47,38,77,70,52,53,Gale Featherstrike is ready to roll!,57,Benched,No Team,Jackson Hole Holy Jacks,0,0.0,
Tundra Icefang,TE,Lynx,11,9,8,75,33,100,Tundra Icefang is ready to roll!,53,Healthy,No Team,No Team,0,0.0,
Flapstorm Gallant,WR,Goose,34,18,76,52,63,44,Flapstorm Gallant is ready to roll!,43,Healthy,No Team,No Team,0,0.0,
Crawling Stalker,RB,Horror,74,38,56,83,8,14,Crawling Stalker is ready to roll!,58,Benched,No Team,Jackson Hole Holy Jacks,0,0.0,
Bandit Trashpaw,WR,Raccoon,30,96,15,82,80,79,Bandit Trashpaw is ready to roll!,60,Benched,No Team,Denver Boulders,0,0.0,
Slyfire Vixenshadow,RB,Fox,87,84,63,31,58,96,Slyfire Vixenshadow is ready to roll!,56,Benched,No Team,Vancouver Maples,0,0.0,
Abyssal Chadwick,TE,Cat,21,1,55,51,38,90,Abyssal Chadwick is ready to roll!,60,Benched,No Team,New York Sewers,0,0.0,
Flap Pondstrider,RB,Goose,87,74,38,28,82,66,Flap Pondstrider is ready to roll!,39,Healthy,No Team,No Team,0,0.0,
Iroh Meowerson,RB,Cat,25,60,46,26,22,81,Iroh Meowerson is ready to roll!,45,Healthy,No Team,No Team,0,0.0,
Quickfoot Nibbles of Doom,K,Rabbit,43,55,89,30,98,97,Quickfoot Nibbles of Doom is ready to roll!,73,Active,No Team,Madrid Mothers,0,24.0,
Fury Fang Bloodmoon Howler,QB,Wolf,72,88,18,24,20,7,Fury Fang Bloodmoon Howler is ready to roll!,38,Healthy,No Team,No Team,0,0.0,
Nibbles Quickfoot,WR,Cat,37,79,22,60,94,53,Nibbles Quickfoot is ready to roll!,49,Healthy,No Team,No Team,0,0.0,
Rage Sea Serpant,RB,Monster,68,3,54,85,5,74,Rage Sea Serpant is ready to roll!,70,Active,Mecha-Shoebills,Madrid Mothers,0,2.6800000000000006,
Sky's Fury Stormwing,RB,Hawk,65,17,39,70,55,67,Sky's Fury Stormwing is ready to roll!,57,Benched,No Team,Chernobyl Radiation,0,0.0,
Howler Greyhide,TE,Wolf,41,44,6,2,92,41,Howler Greyhide is ready to roll!,11,Healthy,No Team,No Team,0,0.0,
Fanatic Soul Sucker,K,Horror,81,81,58,67,8,68,Fanatic Soul Sucker is ready to roll!,6,Healthy,No Team,No Team,0,0.0,
Shellstorm Terror,RB,Turtle,65,61,57,19,84,43,Shellstorm Terror is ready to roll!,38,Healthy,No Team,No Team,0,0.0,
Tundra Nightroar,QB,Lynx,44,63,4,23,79,18,Tundra Nightroar is ready to roll!,44,Healthy,No Team,No Team,0,0.0,
Tundra Stonehide,RB,Lynx,65,91,77,97,27,69,Tundra Stonehide is ready to roll!,83,Active,Mochlings,Mexico City Ballers,0,68.45999999999998,
Silent Strike Snowhunter,TE,Lynx,64,25,38,48,59,70,Silent Strike Snowhunter is ready to roll!,48,Healthy,No Team,No Team,0,0.0,
Scraps Quickpaws,WR,Raccoon,32,68,93,21,3,33,Scraps Quickpaws is ready to roll!,27,Healthy,No Team,No Team,0,0.0,
Flame Chimera,QB,Monster,28,67,66,47,82,87,Flame Chimera is ready to roll!,62,Healthy,No Team,No Team,0,0.0,
Drunk Sanders,WR,Human,39,29,71,100,89,52,Drunk Sanders is ready to roll!,66,Active,Demon Loons of Longview,Tokyo Robots,0,17.2,
Alfonso Meowerson,RB,Sea Creature,49,19,10,32,70,49,Alfonso Meowerson is ready to roll!,26,Healthy,No Team,No Team,0,0.0,
Moon Brook,WR,Bear,1,10,92,24,66,81,Moon Brook is ready to roll!,26,Healthy,No Team,No Team,0,0.0,
Sandra Miller,TE,Human,13,85,93,92,48,66,Sandra Miller is ready to roll!,87,Active,Demon Loons of Longview,Denver Boulders,0,23.599999999999987,
River Destroyer Wavestrike,QB,Otter,94,64,76,92,96,65,River Destroyer Wavestrike is ready to roll!,85,Active,Gnome Punters,Denver Boulders,0,116.31999999999992,
Eldritch Fallen Angel,K,Horror,74,7,50,99,70,75,Eldritch Fallen Angel is ready to roll!,52,Healthy,No Team,No Team,0,0.0,
Invisible Killer,QB,Horror,94,14,27,66,38,5,Invisible Killer is ready to roll!,43,Healthy,No Team,No Team,0,0.0,
Paddlebreaker Waterstrike,TE,Otter,54,99,37,56,71,29,Paddlebreaker Waterstrike is ready to roll!,43,Healthy,No Team,No Team,0,0.0,
Sliding Night Diver,K,Penguin,8,100,78,37,49,82,Sliding Night Diver is ready to roll!,36,Healthy,No Team,No Team,0,0.0,
Abyssal Quill,QB,Cat,71,91,21,92,75,4,Abyssal Quill is ready to roll!,66,Active,Charmander These Nuts,Dubuque Psychos,0,44.43999999999999,
Moscow Eclipse,TE,Bear,35,16,25,2,81,51,Moscow Eclipse is ready to roll!,21,Healthy,No Team,No Team,0,0.0,
Chester Clawson,TE,Cat,84,95,75,52,15,45,Chester Clawson is ready to roll!,59,Healthy,No Team,No Team,0,0.0,
Ashley Smith,QB,Human,77,96,10,26,18,88,Ashley Smith is ready to roll!,38,Healthy,No Team,No Team,0,0.0,
Frostfang Fury Coldshadow,QB,Lynx,58,84,4,5,47,47,Frostfang Fury Coldshadow is ready to roll!,37,Healthy,No Team,No Team,0,0.0,
Panda Bear Trout Terror,WR,Bear,83,8,97,65,71,13,Panda Bear Trout Terror is ready to roll!,61,Benched,No Team,New York Sewers,0,0.0,
Paddlebreaker Stormtide,RB,Otter,57,4,42,43,35,75,Paddlebreaker Stormtide is ready to roll!,49,Healthy,No Team,No Team,0,0.0,
Howler Howlington,QB,Wolf,75,93,32,57,90,71,Howler Howlington is ready to roll!,69,Active,Mecha-Shoebills,LA Sunkillers,0,96.49999999999991,
Tuxedo Snowfur,TE,Penguin,88,5,2,75,68,56,Tuxedo Snowfur is ready to roll!,42,Healthy,No Team,No Team,0,0.0,
Tide Slowstream,RB,Turtle,50,6,19,75,96,16,Tide Slowstream is ready to roll!,40,Healthy,No Team,No Team,0,0.0,
Mother Tracker,K,Bear,88,54,50,13,40,25,Mother Tracker is ready to roll!,30,Healthy,No Team,No Team,0,0.0,
Pebbles Flippers,QB,Penguin,59,87,28,68,2,97,Pebbles Flippers is ready to roll!,40,Healthy,No Team,No Team,0,0.0,
Creature Meowerson,K,Cat,62,24,60,71,50,79,Creature Meowerson is ready to roll!,37,Healthy,No Team,No Team,0,0.0,
Floof Bleepy,TE,Cat,68,9,54,71,15,4,Floof Bleepy is ready to roll!,50,Healthy,No Team,No Team,0,0.0,
Brutus Dirtpaw,WR,Badger,17,75,95,87,17,28,Brutus Dirtpaw is ready to roll!,47,Healthy,No Team,No Team,0,0.0,
Macaroni Flippers,QB,Penguin,30,60,72,94,25,80,Macaroni Flippers is ready to roll!,53,Healthy,No Team,No Team,0,0.0,
Tidal Wave Mudwhisker,TE,Otter,62,81,46,8,9,86,Tidal Wave Mudwhisker is ready to roll!,38,Healthy,No Team,No Team,0,0.0,
Bubbles Wavecrest,WR,Otter,18,35,66,49,55,78,Bubbles Wavecrest is ready to roll!,42,Healthy,No Team,No Team,0,0.0,
The Gov'na Queen of Hearts,RB,Human,19,29,57,27,62,96,The Gov'na Queen of Hearts is ready to roll!,52,Healthy,No Team,No Team,0,0.0,
Blizzard Chinstrap,QB,Penguin,58,48,38,33,21,15,Blizzard Chinstrap is ready to roll!,36,Healthy,No Team,No Team,0,0.0,
Smokey The Poo,TE,Bear,46,21,2,36,8,79,Smokey The Poo is ready to roll!,31,Healthy,No Team,No Team,0,0.0,
Huntress the Meak,K,Cat,12,3,16,86,26,47,Huntress the Meak is ready to roll!,19,Healthy,No Team,No Team,0,0.0,
Artic Tentacles,TE,Sea Creature,6,99,80,73,75,70,Artic Tentacles is ready to roll!,75,Active,No Team,Dallas Tumbleweeds,0,19.8,
Moss Slowstream,K,Turtle,57,93,80,84,50,1,Moss Slowstream is ready to roll!,37,Healthy,No Team,No Team,0,0.0,
Dr. Grumpz,RB,Human,80,27,27,14,15,9,Dr. Grumpz is ready to roll!,18,Healthy,No Team,No Team,0,0.0,
Velvet Velvetdash,WR,Rabbit,12,14,41,94,75,63,Velvet Velvetdash is ready to roll!,55,Benched,No Team,Lima Llamas,0,0.0,
Creature of Claw Mule,TE,Bear,62,93,4,20,68,63,Creature of Claw Mule is ready to roll!,22,Healthy,No Team,No Team,0,0.0,
Trash Titan Bandit,K,Raccoon,67,41,82,65,40,91,Trash Titan Bandit is ready to roll!,30,Healthy,No Team,No Team,0,0.0,
Swamp Chimera,RB,Monster,74,23,3,97,98,36,Swamp Chimera is ready to roll!,47,Healthy,No Team,No Team,0,0.0,
Shellstorm Slow Tide,RB,Turtle,23,40,58,20,81,35,Shellstorm Slow Tide is ready to roll!,38,Healthy,No Team,No Team,0,0.0,
Scrap King Scraps,K,Raccoon,94,54,61,77,100,22,Scrap King Scraps is ready to roll!,75,Active,Mecha-Shoebills,Moscow Mules,0,30.0,
Thumper Quickfoot,K,Rabbit,12,73,65,80,70,32,Thumper Quickfoot is ready to roll!,52,Healthy,No Team,No Team,0,0.0,
Emporer Feet,K,Penguin,66,11,4,2,27,8,Emporer Feet is ready to roll!,20,Healthy,No Team,No Team,0,0.0,
Dr. Queen of Hearts,RB,Human,52,20,24,45,46,40,Dr. Queen of Hearts is ready to roll!,35,Healthy,No Team,No Team,0,0.0,
Iron Beak Seal Killer,QB,Penguin,64,14,18,51,96,77,Iron Beak Seal Killer is ready to roll!,52,Healthy,No Team,No Team,0,0.0,
Danger Scraps,WR,Raccoon,90,7,79,73,15,97,Danger Scraps is ready to roll!,84,Active,anxious ponchos,Dublin Alchoholics,0,1.64,
Claw Stonehide,TE,Lynx,16,37,86,19,60,32,Claw Stonehide is ready to roll!,48,Healthy,No Team,No Team,0,0.0,
Shellstorm Deep Sea Tyrant,TE,Turtle,64,33,15,74,81,83,Shellstorm Deep Sea Tyrant is ready to roll!,52,Healthy,No Team,No Team,0,0.0,
Ravager Fleetfoot,WR,Rabbit,53,66,42,80,17,89,Ravager Fleetfoot is ready to roll!,71,Active,No Team,Lima Llamas,0,0.8,
Prowler Coldshadow,QB,Lynx,24,86,54,52,46,53,Prowler Coldshadow is ready to roll!,52,Healthy,No Team,No Team,0,0.0,
Pebbles Snowfur,WR,Penguin,33,34,45,77,54,75,Pebbles Snowfur is ready to roll!,59,Benched,No Team,Sydney Kangeroos,0,0.0,
Honk Crusher Gallant,QB,Goose,68,89,23,1,90,78,Honk Crusher Gallant is ready to roll!,56,Healthy,No Team,No Team,0,0.0,
The Wrath Slow Tide,WR,Turtle,77,70,58,4,34,90,The Wrath Slow Tide is ready to roll!,50,Benched,No Team,Artic Angels,0,0.0,
